repayment_id,loan_id,due_date,payment_date,amount_paid,repayment_status
7675,4701,2026-04-02,2025-06-29,26323.29,Missed
7676,6913,2025-06-12,2025-08-18,20081.56,Missed
7677,7065,2026-03-06,2026-01-11,18084.3,Late
7678,767,2026-02-28,2025-08-31,27686.42,Missed
7679,3726,2025-07-13,2026-04-20,16371.35,Missed
7680,8582,2025-06-08,2025-05-23,39243.84,Late
7681,12028,2025-12-23,2026-03-06,34637.42,On-Time
7682,12169,2025-05-18,2025-11-15,23240.28,On-Time
7683,14125,2026-04-05,2025-11-11,32115.72,Missed
7684,10567,2025-06-17,2026-03-13,23429.43,Late
7685,6168,2025-09-06,2026-04-24,21910.18,On-Time
7686,7927,2025-06-04,2026-03-01,6016.61,Missed
7687,800,2025-07-23,2025-12-29,17612.1,On-Time
7688,13523,2025-05-13,2025-10-18,22635.88,Late
7689,3832,2025-08-16,2026-04-29,2134.66,On-Time
7690,6807,2026-04-05,2025-06-24,37697.63,Missed
7691,946,2025-11-22,2025-11-11,23377.67,Late
7692,9397,2025-11-26,2026-03-20,13269.82,On-Time
7693,8365,2025-08-05,2025-07-26,40603.63,Late
7694,4980,2025-07-16,2025-11-17,23730.9,Missed
7695,5281,2025-12-13,2025-06-15,8426.79,On-Time
7696,10248,2025-12-01,2026-04-03,20952.11,On-Time
7697,10111,2025-05-17,2025-12-21,38795.74,On-Time
7698,10961,2026-02-07,2026-04-11,9574.6,Missed
7699,9980,2025-12-02,2026-04-25,24549.46,Late
7700,6644,2026-02-01,2025-09-03,42914.19,Late
7701,12685,2026-04-25,2025-05-19,3901.46,Late
7702,906,2025-11-14,2025-12-26,25187.4,Late
7703,7252,2025-07-22,2025-09-26,34399.86,On-Time
7704,2596,2026-04-21,2025-06-23,46585.39,Late
7705,2240,2025-06-02,2025-06-08,29088.79,On-Time
7706,57,2025-08-20,2025-09-15,38744.05,Late
7707,6604,2025-12-29,2025-08-06,9754.3,On-Time
7708,1149,2026-05-06,2025-06-21,16066.17,On-Time
7709,8880,2025-07-09,2025-12-07,13144.58,Late
7710,2091,2026-04-08,2026-02-17,20826.99,On-Time
7711,2480,2025-08-03,2025-12-12,7586.83,Missed
7712,5307,2025-09-03,2026-02-25,27828.2,Missed
7713,13540,2025-08-22,2025-09-09,36756.33,Late
7714,3624,2026-03-05,2025-08-24,21696.29,Missed
7715,2757,2026-05-01,2025-05-28,36174.97,Missed
7716,8947,2025-10-13,2026-01-15,6571.98,Missed
7717,8716,2025-07-27,2026-03-13,39229.22,On-Time
7718,13342,2025-12-31,2025-11-26,21610.57,Missed
7719,13582,2025-12-17,2025-08-23,12014.3,On-Time
7720,12613,2025-05-18,2025-11-01,46567.19,On-Time
7721,14846,2025-10-20,2025-08-08,32580.3,Late
7722,2980,2025-11-24,2026-01-25,34536.34,Missed
7723,12658,2026-04-18,2025-05-22,2913.59,Missed
7724,7863,2025-12-04,2025-09-24,21292.14,Late
7725,7763,2025-09-20,2026-03-08,5472.95,Late
7726,14734,2026-02-21,2025-06-10,1953.96,Late
7727,8104,2025-06-16,2025-11-03,4696.21,On-Time
7728,13729,2025-07-19,2025-12-01,34654.75,Late
7729,9039,2025-06-12,2025-12-20,33749.32,Missed
7730,4227,2025-12-10,2025-08-16,44256.05,Late
7731,11759,2026-01-24,2026-05-02,9078.86,Missed
7732,944,2025-06-30,2026-03-28,16925.57,On-Time
7733,4098,2026-01-23,2026-04-16,5557.74,On-Time
7734,13067,2026-02-21,2025-05-26,28283.72,On-Time
7735,6142,2026-01-26,2025-09-07,20118.4,On-Time
7736,10464,2025-10-25,2025-05-11,32489.18,On-Time
7737,11852,2025-09-22,2026-04-28,45001.2,Late
7738,5247,2025-08-19,2025-07-16,4586.94,Late
7739,13123,2025-07-12,2026-04-20,22612.5,On-Time
7740,4060,2026-03-17,2025-12-14,49312.41,Late
7741,737,2025-12-11,2025-09-26,49027.56,On-Time
7742,951,2025-08-08,2026-03-11,25584.08,On-Time
7743,3837,2025-10-26,2026-04-22,18239.33,Late
7744,7498,2026-01-18,2025-09-21,2929.75,On-Time
7745,1792,2026-01-12,2026-02-19,24697.59,Late
7746,1126,2026-05-09,2026-02-28,32675.8,Missed
7747,7571,2025-12-21,2026-04-02,19993.38,Missed
7748,10570,2026-04-08,2025-07-23,29007.83,Missed
7749,449,2025-07-22,2026-01-06,32297.15,Late
7750,7859,2025-06-06,2025-10-26,17968.27,On-Time
7751,506,2026-01-24,2026-03-21,3498.79,On-Time
7752,3862,2025-11-06,2025-07-20,3883.83,Late
7753,7626,2025-05-20,2025-05-27,23586.75,Late
7754,3305,2025-09-20,2025-10-08,45304.72,Missed
7755,8932,2026-02-19,2025-06-03,20276.2,On-Time
7756,13021,2026-02-21,2026-04-16,43744.39,On-Time
7757,367,2025-06-13,2025-11-15,26091.71,Missed
7758,489,2026-01-09,2025-07-09,33946.89,Late
7759,2687,2025-05-24,2025-10-03,44435.84,Missed
7760,12899,2025-07-26,2025-10-25,6958.26,On-Time
7761,3410,2026-04-20,2025-05-12,37248.9,Late
7762,3987,2026-04-10,2026-01-19,10516.8,Missed
7763,13768,2026-02-24,2026-04-09,2868.25,On-Time
7764,9005,2025-11-17,2026-03-14,8456.72,Late
7765,7159,2026-04-20,2026-01-24,41576.69,Late
7766,7924,2025-09-25,2025-06-06,14423.72,Missed
7767,13395,2026-04-25,2025-07-30,34775.17,Missed
7768,6916,2026-03-19,2025-11-20,15040.02,Late
7769,8956,2025-12-21,2025-07-23,36131.3,Missed
7770,13089,2026-04-27,2026-01-08,2254.28,Late
7771,13500,2025-11-23,2025-10-12,48640.67,Missed
7772,3338,2025-11-25,2025-08-17,31543.47,Late
7773,13719,2025-08-05,2026-01-17,9186.57,On-Time
7774,6819,2025-05-26,2026-01-04,14441.75,Late
7775,676,2026-04-05,2026-02-13,31594.63,Missed
7776,4599,2025-07-23,2026-02-01,29143.82,Missed
7777,11707,2025-10-28,2025-12-21,46484.38,Missed
7778,8697,2026-04-17,2026-03-20,38599.33,Late
7779,3386,2025-11-15,2025-10-14,37636.87,On-Time
7780,1506,2025-06-19,2025-10-17,20982.88,Missed
7781,5296,2026-02-18,2025-07-31,15856.01,Missed
7782,8907,2025-05-26,2025-12-16,6793.15,Missed
7783,4412,2025-06-23,2025-08-06,45718.48,Late
7784,12401,2026-03-03,2026-04-13,7488.0,Late
7785,9803,2026-03-02,2025-12-19,35699.82,Late
7786,5786,2025-05-13,2025-07-27,47445.18,On-Time
7787,11668,2026-03-26,2025-10-20,48283.96,Late
7788,5430,2025-08-28,2025-12-01,22711.07,Missed
7789,8437,2025-09-11,2025-08-11,33484.62,On-Time
7790,9047,2025-10-09,2025-09-15,41487.41,Late
7791,9786,2025-12-08,2025-07-09,28505.04,Late
7792,7117,2025-12-05,2025-10-22,16393.47,Missed
7793,12173,2026-04-03,2025-12-18,33153.39,Late
7794,9664,2025-09-01,2026-05-07,16691.84,Missed
7795,4733,2026-02-23,2026-01-24,20879.96,On-Time
7796,8150,2026-03-29,2025-10-20,2111.08,Missed
7797,332,2026-02-11,2025-07-11,24165.54,Late
7798,12115,2025-09-05,2025-11-14,43324.4,On-Time
7799,14974,2025-10-24,2025-09-05,25613.26,Late
7800,4678,2026-04-27,2025-11-05,43995.72,On-Time
7801,2324,2025-10-01,2025-10-02,36631.15,Missed
7802,14527,2026-04-06,2026-01-11,37257.44,Late
7803,9529,2025-09-07,2025-08-01,42112.87,Missed
7804,13810,2025-11-04,2025-05-20,22868.96,Missed
7805,6960,2026-01-22,2026-01-30,23907.45,Late
7806,7567,2025-06-20,2025-06-18,41550.36,On-Time
7807,4042,2025-08-31,2025-12-10,47331.11,Missed
7808,3916,2025-07-19,2026-04-17,33763.3,Missed
7809,1855,2026-05-04,2025-08-08,41923.12,Missed
7810,2652,2025-11-01,2025-11-09,8215.26,Late
7811,2415,2025-12-04,2026-04-14,43339.86,Missed
7812,8971,2025-11-26,2026-03-04,45257.26,On-Time
7813,2354,2025-10-25,2025-09-11,3744.24,Missed
7814,12290,2026-02-26,2025-11-03,14901.99,Missed
7815,3237,2025-08-26,2025-10-07,19477.56,On-Time
7816,5926,2026-02-14,2026-04-16,23388.8,On-Time
7817,5805,2025-09-19,2025-07-25,7312.18,Missed
7818,3538,2025-06-17,2025-10-13,5392.47,On-Time
7819,14003,2026-04-21,2025-05-20,20156.7,Missed
7820,5641,2026-01-12,2025-12-13,8664.6,On-Time
7821,13454,2026-04-08,2026-04-28,20438.77,On-Time
7822,13338,2025-09-04,2026-02-23,45382.27,Missed
7823,11967,2026-02-16,2026-01-28,6178.96,On-Time
7824,14117,2025-06-01,2026-01-16,33817.35,On-Time
7825,10150,2025-10-16,2025-09-30,11644.83,Missed
7826,1636,2026-01-14,2026-02-01,24735.14,On-Time
7827,6538,2025-10-02,2025-08-20,3981.12,Missed
7828,6417,2025-06-07,2025-11-10,40435.26,Missed
7829,960,2025-12-23,2025-06-26,1615.87,Missed
7830,3119,2025-11-29,2026-03-05,48029.83,Missed
7831,8936,2025-09-27,2026-04-24,5951.63,Missed
7832,7128,2026-04-22,2025-05-24,16886.64,Missed
7833,3178,2026-03-28,2025-08-29,9644.48,On-Time
7834,10608,2026-03-20,2025-09-27,45585.95,Late
7835,8867,2025-06-23,2026-02-10,44548.44,Late
7836,8986,2026-03-23,2025-07-09,5537.77,On-Time
7837,14084,2026-05-02,2025-09-23,28387.51,Missed
7838,8892,2026-05-08,2025-06-09,45364.53,On-Time
7839,12829,2025-05-22,2025-08-08,11312.81,Missed
7840,7196,2025-11-06,2025-10-22,27531.38,On-Time
7841,8302,2025-12-01,2025-07-04,45911.05,On-Time
7842,1530,2025-08-20,2026-01-03,5568.55,Late
7843,1711,2025-11-16,2025-09-25,13913.38,Missed
7844,11904,2025-05-27,2026-05-05,27626.76,Late
7845,10385,2025-06-23,2025-12-24,11263.02,On-Time
7846,10342,2025-05-30,2025-07-27,39811.07,Late
7847,1995,2026-03-13,2026-01-18,38684.88,On-Time
7848,3887,2025-10-16,2025-10-02,1771.09,On-Time
7849,60,2026-01-23,2026-04-22,8419.31,On-Time
7850,4175,2026-04-29,2025-10-20,32600.93,Missed
7851,2483,2025-07-22,2026-01-23,32844.25,Missed
7852,14653,2025-08-20,2025-09-11,3698.9,Late
7853,7407,2025-10-13,2026-03-21,1854.03,Late
7854,9257,2025-12-13,2026-03-01,9507.74,On-Time
7855,12238,2026-03-13,2025-12-24,33709.62,Missed
7856,4264,2025-07-06,2026-01-07,41939.54,Late
7857,2220,2025-09-26,2025-07-30,38488.02,On-Time
7858,8202,2026-04-25,2026-04-20,8925.64,On-Time
7859,5320,2026-02-22,2025-06-15,21333.71,On-Time
7860,2229,2026-01-16,2025-12-27,27390.14,On-Time
7861,2493,2026-04-27,2025-06-19,32176.35,On-Time
7862,9027,2025-06-24,2026-01-18,23182.99,Missed
7863,13272,2025-10-02,2026-02-28,37520.13,Missed
7864,14530,2025-05-15,2025-09-02,38359.37,Late
7865,12702,2025-06-16,2025-05-22,8853.26,Missed
7866,10674,2025-06-13,2025-09-22,19937.19,Late
7867,1263,2026-01-08,2025-09-19,18015.69,Late
7868,10742,2025-11-19,2025-07-03,46765.9,Late
7869,5605,2025-08-31,2025-05-31,40185.86,Missed
7870,11349,2025-07-28,2026-03-22,4658.36,Late
7871,7401,2026-04-22,2026-02-02,37585.44,On-Time
7872,13138,2025-11-22,2026-04-21,3617.58,Missed
7873,5651,2026-02-21,2025-10-07,41544.05,Missed
7874,14877,2025-12-21,2025-06-19,33174.96,Missed
7875,5953,2025-11-30,2025-11-29,48530.1,Missed
7876,5866,2026-02-08,2025-07-16,5785.58,Missed
7877,13161,2025-05-09,2025-05-09,15234.94,Missed
7878,12444,2025-08-23,2025-07-10,29052.53,On-Time
7879,9934,2025-11-15,2025-10-31,22061.4,Missed
7880,5894,2025-06-01,2025-09-26,31946.5,Missed
7881,3090,2025-10-26,2025-05-15,28307.55,Late
7882,13156,2025-12-16,2025-05-24,29628.45,Missed
7883,3342,2025-08-23,2025-09-22,15518.63,Missed
7884,3788,2026-01-24,2026-04-07,13144.93,Late
7885,11300,2026-02-11,2025-08-17,9517.6,Missed
7886,9831,2026-02-18,2026-02-05,11519.24,On-Time
7887,1838,2025-09-02,2025-07-04,9863.87,Late
7888,3954,2025-09-24,2026-04-03,20385.23,Late
7889,2145,2025-05-22,2025-09-17,21361.15,Late
7890,6213,2025-10-19,2026-04-08,41393.33,Late
7891,8302,2025-06-06,2025-07-12,25119.41,On-Time
7892,11647,2026-02-19,2025-10-07,23339.37,On-Time
7893,11436,2025-12-11,2026-01-12,24456.59,Late
7894,9990,2026-05-03,2026-02-03,41873.24,Missed
7895,10404,2026-04-21,2026-04-05,32223.47,On-Time
7896,11444,2025-07-23,2025-06-21,20319.96,Missed
7897,1073,2025-08-30,2025-10-01,31570.76,Missed
7898,2721,2025-11-19,2025-09-10,38558.29,Late
7899,11567,2025-10-03,2025-09-09,24274.78,Missed
7900,10649,2025-11-13,2025-09-19,7366.61,Missed
7901,3818,2026-04-03,2025-09-12,26740.59,Late
7902,5017,2025-12-22,2026-03-29,7571.17,On-Time
7903,13380,2026-04-30,2026-05-04,2878.41,Missed
7904,8114,2025-08-21,2025-10-30,14527.94,Missed
7905,4447,2026-02-21,2025-11-14,19141.9,Missed
7906,1950,2025-11-30,2025-09-29,16296.54,Late
7907,2460,2025-11-23,2026-03-22,32035.02,Missed
7908,5092,2025-10-07,2026-04-06,5403.22,Late
7909,5202,2025-08-16,2025-05-24,49542.0,Missed
7910,12745,2025-08-30,2025-11-05,29705.63,On-Time
7911,505,2026-04-03,2025-09-27,20376.1,Late
7912,9739,2025-10-04,2025-12-13,43593.64,Late
7913,13449,2025-09-01,2026-01-14,11579.02,Late
7914,9887,2025-12-18,2025-12-28,7755.75,On-Time
7915,2436,2026-01-06,2025-05-20,5656.54,On-Time
7916,6546,2025-10-14,2025-12-27,6762.23,Late
7917,8448,2025-11-19,2025-07-07,13248.41,Missed
7918,6391,2026-04-16,2025-06-24,21023.79,Missed
7919,7330,2026-05-06,2025-06-26,19723.81,On-Time
7920,12293,2025-07-02,2025-07-24,16821.93,Missed
7921,11468,2026-02-05,2025-06-19,23793.25,On-Time
7922,11558,2025-07-24,2025-09-23,10608.39,Missed
7923,1738,2025-09-13,2025-10-25,36506.08,Late
7924,9731,2025-11-08,2025-07-12,27120.28,Late
7925,1618,2026-03-28,2025-07-11,4482.06,Late
7926,3001,2025-05-24,2026-01-18,6600.72,Missed
7927,14320,2025-10-10,2026-02-08,23101.43,Late
7928,14799,2026-03-19,2025-07-04,47179.39,Late
7929,13978,2025-12-04,2025-11-30,14594.2,Missed
7930,6134,2026-02-10,2026-01-13,1536.55,On-Time
7931,746,2025-06-08,2025-07-30,48449.18,Missed
7932,2350,2025-11-06,2025-11-26,4201.31,On-Time
7933,8389,2025-08-19,2026-01-26,20519.64,Missed
7934,12519,2025-10-12,2025-12-09,44637.95,Missed
7935,5630,2026-01-27,2026-04-23,49726.0,Missed
7936,11176,2025-12-10,2025-06-17,17530.41,On-Time
7937,12241,2025-08-23,2026-03-01,23776.22,Late
7938,4182,2026-01-29,2025-12-18,2731.31,Late
7939,3467,2025-11-19,2026-04-20,16573.22,Missed
7940,6099,2025-11-08,2025-12-13,25029.89,Missed
7941,11777,2025-07-03,2026-04-03,48578.47,Late
7942,3191,2026-03-28,2025-08-29,30024.82,On-Time
7943,5404,2025-06-21,2025-12-05,41867.97,On-Time
7944,10165,2025-06-04,2026-02-13,11670.75,Missed
7945,14355,2026-04-10,2025-09-25,42198.0,Missed
7946,6914,2025-07-20,2026-04-12,7502.94,On-Time
7947,2177,2026-02-26,2025-08-12,2083.49,Late
7948,14092,2026-01-26,2026-04-12,47738.76,On-Time
7949,5590,2025-09-03,2025-08-09,22785.78,On-Time
7950,2989,2025-09-13,2025-09-06,42357.74,Missed
7951,346,2025-07-09,2026-03-22,14835.93,On-Time
7952,1857,2026-01-25,2025-07-02,31368.22,On-Time
7953,5899,2026-04-20,2025-07-31,32782.63,On-Time
7954,4179,2026-01-05,2026-03-29,3758.14,On-Time
7955,5471,2025-08-03,2025-10-03,14082.69,Late
7956,4841,2025-09-29,2025-08-28,16443.36,Missed
7957,5864,2025-06-05,2025-11-09,36237.17,Missed
7958,4456,2026-03-21,2025-05-11,2468.11,On-Time
7959,14971,2025-10-24,2026-04-25,12711.86,Late
7960,2975,2025-05-21,2025-05-29,29936.47,On-Time
7961,11278,2025-12-31,2026-04-27,39855.04,Late
7962,5651,2026-03-22,2025-12-14,36289.12,Late
7963,14780,2026-01-13,2026-04-06,2160.92,Late
7964,11236,2025-06-16,2025-08-29,30217.2,On-Time
7965,8464,2026-04-24,2026-03-10,13838.48,Late
7966,890,2025-11-14,2025-06-29,48552.71,On-Time
7967,7060,2025-05-10,2026-01-23,42321.09,Late
7968,12277,2026-03-22,2026-02-23,3599.67,On-Time
7969,8077,2026-04-15,2026-04-10,47203.8,Late
7970,7054,2026-02-17,2025-11-19,41514.68,On-Time
7971,5519,2026-03-08,2026-03-08,42436.39,On-Time
7972,7519,2025-05-24,2025-05-09,46469.33,Missed
7973,2849,2025-11-20,2025-10-05,42179.15,On-Time
7974,5118,2025-07-18,2025-08-06,5346.79,On-Time
7975,11971,2025-09-19,2026-05-05,17634.7,On-Time
7976,13051,2026-01-28,2025-11-03,23755.42,On-Time
7977,14206,2025-09-29,2025-07-25,11759.91,Missed
7978,6949,2025-08-31,2025-11-13,35448.95,Late
7979,7403,2026-03-15,2025-06-25,4963.91,On-Time
7980,10787,2025-07-16,2025-09-12,35520.48,Missed
7981,14481,2026-02-04,2026-05-07,4863.16,On-Time
7982,5307,2026-04-29,2025-07-17,10017.73,On-Time
7983,905,2025-10-26,2026-02-20,34132.19,Missed
7984,3960,2025-11-05,2025-06-13,40493.43,Missed
7985,6035,2025-10-06,2025-05-31,41039.29,Late
7986,2456,2025-10-30,2025-09-15,46747.21,On-Time
7987,3088,2026-03-06,2026-02-12,3901.67,Missed
7988,391,2026-03-18,2025-12-16,47661.99,On-Time
7989,1610,2026-03-14,2025-06-08,11858.17,Late
7990,7314,2026-04-27,2026-02-24,11140.33,Missed
7991,2316,2026-02-16,2025-11-28,29717.74,Missed
7992,12234,2025-12-01,2025-05-19,40923.43,On-Time
7993,539,2025-11-15,2025-05-11,32163.95,Late
7994,49,2025-08-27,2026-01-28,18909.21,Late
7995,559,2025-11-07,2026-01-29,7557.87,Missed
7996,12247,2026-03-10,2025-09-07,17048.81,Late
7997,14173,2025-09-11,2026-04-29,31565.33,Late
7998,263,2026-02-09,2025-10-30,39649.04,On-Time
7999,10236,2025-07-22,2026-01-07,8861.97,Missed
8000,6945,2025-12-11,2025-09-01,37364.69,Missed
8001,13088,2025-08-07,2025-06-28,8905.4,On-Time
8002,2627,2025-09-14,2025-08-07,18687.69,On-Time
8003,1997,2025-11-17,2025-10-24,9029.1,Missed
8004,8663,2025-06-30,2026-04-12,27430.58,Late
8005,5096,2026-04-13,2025-05-25,44018.63,On-Time
8006,12497,2025-06-15,2025-11-10,26477.56,Missed
8007,8328,2026-01-05,2025-05-17,29498.14,Late
8008,9634,2025-11-03,2026-01-02,24247.01,Missed
8009,11661,2026-02-05,2025-10-09,38262.37,Late
8010,13348,2026-04-30,2025-12-09,25602.64,Late
8011,7007,2026-01-21,2026-04-26,45817.98,On-Time
8012,11258,2025-05-22,2025-05-16,15455.22,On-Time
8013,12445,2025-08-09,2025-10-28,11403.76,On-Time
8014,6806,2025-07-18,2026-02-24,29810.07,Missed
8015,9452,2025-08-23,2025-11-03,44958.14,On-Time
8016,5367,2025-09-24,2025-07-25,12049.56,Missed
8017,14082,2025-11-14,2026-01-19,24946.09,Missed
8018,1013,2026-01-01,2025-08-04,26044.99,Late
8019,13884,2025-12-29,2025-10-22,14464.88,On-Time
8020,13548,2026-02-07,2026-04-17,29753.02,Missed
8021,419,2026-02-15,2025-08-09,46089.77,Missed
8022,7295,2026-02-13,2026-04-06,25646.52,Missed
8023,6822,2026-02-28,2026-03-19,23729.59,Late
8024,2216,2025-05-21,2025-08-10,6001.44,On-Time
8025,6555,2026-01-04,2026-04-30,38694.42,On-Time
8026,2128,2025-10-31,2025-08-25,32319.65,Missed
8027,5020,2026-05-02,2025-06-25,16089.48,Late
8028,13076,2025-06-25,2026-04-05,14323.1,On-Time
8029,4873,2025-08-30,2025-11-25,1871.7,On-Time
8030,2229,2025-08-18,2025-11-21,40651.75,On-Time
8031,668,2026-02-15,2026-03-19,28872.2,Missed
8032,14119,2025-06-29,2025-10-24,22288.78,Late
8033,11691,2025-09-14,2025-10-15,9317.91,On-Time
8034,9168,2025-10-20,2025-07-02,24787.26,On-Time
8035,10417,2025-11-28,2025-12-14,20171.28,Late
8036,11977,2025-09-22,2025-06-19,35390.19,Late
8037,13654,2026-04-13,2025-11-03,42732.18,On-Time
8038,3349,2026-03-30,2025-10-11,48602.95,Late
8039,14507,2025-05-25,2026-03-25,32254.06,Late
8040,9191,2025-12-10,2025-12-14,43700.47,On-Time
8041,772,2025-11-27,2025-05-26,45600.29,On-Time
8042,2063,2025-09-04,2026-01-21,28544.4,On-Time
8043,13043,2026-01-14,2026-01-05,38653.8,Late
8044,12535,2025-08-22,2025-11-27,15823.51,Late
8045,13819,2025-11-13,2025-12-22,25858.37,On-Time
8046,10843,2025-07-29,2025-06-01,17203.68,On-Time
8047,13019,2026-01-07,2026-03-23,31539.19,Missed
8048,11613,2026-04-04,2025-07-10,29886.77,On-Time
8049,3657,2025-06-09,2025-09-13,43321.83,Late
8050,13289,2025-06-10,2025-07-07,40139.3,Late
8051,8508,2026-05-07,2026-02-26,3694.69,Late
8052,6183,2025-12-18,2025-07-12,37837.79,Late
8053,3143,2025-06-30,2025-09-26,21034.61,Late
8054,3016,2026-03-18,2026-02-06,8911.43,Missed
8055,11249,2026-03-18,2025-08-23,2844.8,Late
8056,5760,2026-03-09,2026-04-27,29883.69,Late
8057,9801,2026-04-21,2026-03-22,41612.38,Late
8058,13118,2025-12-02,2026-02-01,5935.94,Missed
8059,1433,2026-01-07,2025-06-14,37433.67,On-Time
8060,3968,2025-09-27,2025-10-08,3260.42,On-Time
8061,11824,2026-02-09,2025-11-13,35148.59,On-Time
8062,7119,2026-02-25,2026-01-05,36721.01,Missed
8063,2563,2025-06-22,2026-03-10,25322.12,Missed
8064,12006,2025-06-05,2026-04-23,5958.36,Late
8065,12543,2025-07-26,2025-10-28,22185.85,On-Time
8066,10124,2025-08-29,2025-08-10,24089.72,Missed
8067,2156,2026-02-25,2025-05-10,39257.79,Missed
8068,1888,2025-10-25,2025-10-04,31538.29,Late
8069,1058,2025-10-20,2025-05-27,41231.59,Missed
8070,11448,2025-05-16,2026-04-12,40775.82,On-Time
8071,5601,2026-04-20,2025-07-08,1867.85,Missed
8072,5844,2026-03-07,2026-01-19,23095.97,On-Time
8073,2573,2025-11-09,2026-03-07,25254.36,On-Time
8074,13634,2026-01-04,2025-09-12,19510.3,Late
8075,3040,2025-08-05,2025-12-25,13645.85,Missed
8076,6965,2025-08-29,2026-04-05,28112.28,Late
8077,12067,2026-04-07,2025-11-27,18638.58,Late
8078,14833,2026-02-23,2025-09-15,20686.77,On-Time
8079,6050,2025-11-28,2025-08-16,42289.89,Missed
8080,2701,2026-04-18,2026-03-23,45755.06,Late
8081,12401,2025-06-13,2026-04-13,23119.78,Late
8082,2929,2025-05-11,2025-12-21,4078.12,On-Time
8083,9097,2025-11-20,2026-03-22,28942.62,On-Time
8084,3083,2025-08-08,2026-03-05,19123.54,On-Time
8085,614,2025-12-16,2025-10-31,24579.47,On-Time
8086,6920,2025-12-28,2026-04-12,29374.26,Missed
8087,13405,2025-05-25,2025-09-02,18304.55,Missed
8088,9224,2026-01-20,2026-03-26,36553.26,On-Time
8089,4546,2026-03-17,2025-11-09,44214.84,Late
8090,1478,2025-08-19,2025-09-06,49036.39,Late
8091,1807,2026-04-07,2025-11-20,43115.03,On-Time
8092,1575,2026-01-28,2025-06-21,47384.11,Missed
8093,12692,2025-09-10,2025-06-27,28151.5,Missed
8094,9942,2025-06-15,2026-04-13,35886.52,Missed
8095,6229,2025-09-20,2025-07-12,21859.4,Late
8096,3204,2025-09-06,2025-09-10,30155.13,Missed
8097,5292,2025-09-26,2026-02-07,43991.05,Missed
8098,3381,2025-11-01,2025-10-11,40656.48,On-Time
8099,9028,2025-07-31,2026-03-07,43736.25,Late
8100,5551,2025-10-06,2025-08-06,35073.96,On-Time
8101,10369,2026-02-11,2026-03-16,47492.34,Late
8102,635,2025-09-28,2025-06-23,22511.2,Missed
8103,13048,2026-03-27,2025-11-19,27261.45,Late
8104,13302,2026-02-06,2025-11-16,46392.64,Missed
8105,12112,2025-12-04,2025-12-26,24025.07,Late
8106,6838,2025-07-05,2026-03-29,21200.32,Missed
8107,12877,2026-04-02,2026-05-04,44968.82,Late
8108,9782,2026-03-25,2025-06-01,46845.06,On-Time
8109,7754,2026-01-17,2025-06-21,4345.63,On-Time
8110,6972,2025-09-21,2025-05-15,5732.44,Missed
8111,12751,2026-01-15,2025-11-09,48090.61,Late
8112,5800,2025-12-20,2025-12-21,10723.07,Missed
8113,11988,2025-12-14,2025-12-19,1841.06,On-Time
8114,14463,2025-06-09,2026-03-14,2339.83,Missed
8115,13721,2025-09-28,2025-11-13,36348.58,On-Time
8116,4023,2025-10-06,2026-04-25,9845.03,Late
8117,7123,2025-05-31,2026-02-03,38072.77,On-Time
8118,5985,2025-06-16,2025-11-04,12512.17,On-Time
8119,2629,2026-02-23,2025-12-29,39330.67,Late
8120,13491,2026-04-12,2025-06-04,12476.58,Late
8121,6707,2025-05-24,2025-10-07,2055.3,On-Time
8122,12353,2025-11-19,2025-12-03,22481.8,Missed
8123,13984,2026-01-02,2026-02-05,15006.96,Missed
8124,14506,2025-09-03,2025-11-24,3794.75,On-Time
8125,5104,2025-05-09,2025-08-09,21557.79,On-Time
8126,6693,2025-11-25,2025-09-13,19292.13,On-Time
8127,10735,2026-03-29,2026-03-22,46694.29,On-Time
8128,2108,2025-07-18,2026-04-11,30280.77,Late
8129,12138,2026-02-16,2026-03-15,17657.57,Late
8130,409,2025-12-29,2026-04-26,40549.33,On-Time
8131,4614,2026-04-18,2025-08-26,18771.9,On-Time
8132,3352,2025-08-15,2025-11-30,36647.6,Late
8133,4946,2025-12-22,2025-05-09,34305.59,On-Time
8134,13198,2026-04-15,2026-02-25,34486.69,On-Time
8135,9753,2025-12-20,2025-06-24,18679.35,Late
8136,13586,2025-10-02,2025-12-23,32881.67,Missed
8137,478,2025-10-09,2025-12-04,7376.13,Late
8138,2749,2025-08-19,2026-03-10,14027.95,Late
8139,6898,2025-05-23,2025-07-10,4136.58,On-Time
8140,8528,2025-05-22,2026-02-11,23849.41,On-Time
8141,1588,2025-06-12,2026-03-30,22004.6,On-Time
8142,11143,2026-04-27,2026-03-17,1992.29,Late
8143,7302,2025-08-28,2025-06-14,37858.64,Late
8144,6477,2025-11-27,2025-10-23,4193.51,Missed
8145,8150,2026-01-06,2025-08-28,25376.78,On-Time
8146,4585,2025-12-02,2025-05-10,35215.53,Missed
8147,4204,2025-05-09,2026-01-02,39318.9,Late
8148,12181,2026-05-06,2025-12-23,34951.06,On-Time
8149,4533,2025-06-21,2025-05-19,37762.7,On-Time
8150,1993,2025-11-13,2026-01-28,18048.94,Missed
8151,8591,2025-08-05,2025-12-10,48584.36,Missed
8152,7103,2026-02-09,2025-09-02,1305.69,Late
8153,11950,2026-03-17,2025-09-06,36915.05,On-Time
8154,6813,2025-05-10,2025-07-13,26922.18,Missed
8155,12328,2026-03-28,2025-07-13,15860.08,Missed
8156,13927,2026-02-07,2025-11-08,4873.73,Missed
