loan_id,customer_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date
6002,10000,94748,19.35,12,Default,2024-09-05
6003,10000,710041,10.8,24,Acive,2025-01-14
6004,10000,161712,15.91,36,Default,2024-11-09
6005,10000,810943,13.05,36,Closed,2025-01-19
6006,10000,812823,21.16,12,Default,2026-02-08
6007,10000,968305,16.77,6,Closed,2024-11-11
6008,10000,168339,11.04,48,Acive,2025-11-09
6009,10000,239455,21.7,24,Closed,2025-06-28
6010,10000,79668,16.18,6,Acive,2024-06-12
6011,10000,655871,18.04,6,Acive,2025-11-26
6012,10000,356592,8.73,24,Closed,2025-03-31
6013,10000,511544,21.72,6,Acive,2024-05-11
6014,10000,594477,11.8,36,Default,2025-07-30
6015,10000,124466,20.77,48,Default,2025-10-15
6016,10000,788870,16.87,36,Closed,2025-07-31
6017,10000,281845,13.15,24,Closed,2025-02-25
6018,10000,866028,16.88,12,Default,2026-01-11
6019,10000,105382,22.13,12,Acive,2024-11-10
6020,10000,854070,12.35,12,Acive,2024-07-09
6021,10000,958612,23.13,6,Acive,2024-12-06
6022,10000,948883,10.79,12,Acive,2025-02-22
6023,10000,712004,14.21,12,Closed,2025-03-19
6024,10000,361088,11.99,48,Closed,2025-08-08
6025,10000,708687,22.84,6,Acive,2025-09-02
6026,10000,475359,15.56,6,Closed,2024-09-21
6027,10000,255887,9.27,36,Default,2024-12-05
6028,10000,243247,13.71,12,Acive,2025-06-25
6029,10000,578712,21.62,36,Default,2026-02-23
6030,10000,294796,22.37,36,Closed,2024-10-23
6031,10000,595692,18.6,12,Default,2025-06-07
6032,10000,370689,13.8,48,Default,2026-01-05
6033,10000,749516,20.92,12,Default,2024-12-14
6034,10000,811097,19.46,12,Closed,2025-08-07
6035,10000,881255,10.6,24,Closed,2025-03-03
6036,10000,373156,10.42,36,Acive,2025-12-23
6037,10000,739664,13.42,6,Acive,2025-03-05
6038,10000,619052,15.4,24,Default,2024-08-09
6039,10000,852172,8.99,24,Acive,2024-11-02
6040,10000,738292,22.27,6,Closed,2024-10-15
6041,10000,750841,9.07,6,Default,2026-04-17
6042,10000,554037,9.31,12,Default,2025-12-20
6043,10000,690385,17.26,24,Acive,2025-08-06
6044,10000,718075,14.12,36,Default,2024-11-11
6045,10000,945441,10.17,48,Closed,2025-07-21
6046,10000,644331,10.61,12,Default,2024-07-30
6047,10000,191570,17.15,24,Closed,2024-12-30
6048,10000,698937,21.94,6,Default,2024-06-11
6049,10000,284377,23.0,24,Acive,2025-11-14
6050,10000,578307,22.56,48,Acive,2024-12-09
6051,10000,832820,17.54,36,Default,2025-10-07
6052,10000,157415,18.36,48,Default,2025-11-01
6053,10000,639595,17.64,36,Closed,2026-01-23
6054,10000,531817,20.98,12,Default,2025-09-30
6055,10000,703039,11.2,36,Acive,2025-01-31
6056,10000,169285,20.9,24,Closed,2025-05-21
6057,10000,398314,12.78,24,Acive,2024-08-02
6058,10000,555824,22.18,6,Default,2025-10-26
6059,10000,608992,14.16,6,Closed,2025-08-23
6060,10000,926589,18.19,12,Acive,2024-05-31
6061,10000,282450,18.33,24,Closed,2025-02-05
6062,10000,717740,14.96,48,Default,2025-02-07
6063,10000,843633,15.72,48,Acive,2025-08-07
6064,10000,746180,9.75,24,Acive,2025-10-12
6065,10000,430480,8.78,24,Default,2025-04-20
6066,10000,116694,22.11,6,Default,2025-07-19
6067,10000,90455,14.46,24,Closed,2024-12-03
6068,10000,387121,11.91,48,Acive,2024-06-01
6069,10000,637039,17.41,24,Default,2025-06-24
6070,10000,985176,16.85,24,Acive,2024-05-15
6071,10000,537897,16.29,36,Acive,2025-12-29
6072,10000,236536,9.47,24,Acive,2025-02-01
6073,10000,936755,11.01,36,Closed,2024-09-23
6074,10000,94084,23.62,12,Default,2025-08-13
6075,10000,179625,10.96,24,Acive,2025-11-25
6076,10000,318532,23.05,24,Closed,2026-02-04
6077,10000,241295,8.15,12,Default,2026-03-20
6078,10000,345533,8.75,24,Default,2025-10-03
6079,10000,866123,14.86,36,Closed,2025-03-20
6080,10000,618683,18.82,24,Closed,2025-08-07
6081,10000,767602,12.15,6,Acive,2025-06-07
6082,10000,719243,8.8,12,Default,2025-02-05
6083,10000,690947,13.4,36,Acive,2025-04-27
6084,10000,820647,13.78,12,Acive,2024-05-28
6085,10000,905787,10.15,48,Acive,2024-09-17
6086,10000,59138,17.56,48,Acive,2025-06-09
6087,10000,179139,17.36,12,Closed,2024-09-05
6088,10000,377892,11.01,48,Default,2024-09-03
6089,10000,238595,14.46,48,Closed,2026-02-17
6090,10000,431537,14.17,36,Default,2026-03-26
6091,10000,648897,21.63,24,Acive,2025-05-04
6092,10000,383242,19.57,48,Closed,2025-01-09
6093,10000,262436,16.48,24,Closed,2025-04-02
6094,10000,765139,13.58,6,Default,2025-08-14
6095,10000,845263,20.81,6,Closed,2024-08-26
6096,10000,263893,18.59,12,Default,2025-08-19
6097,10000,712060,17.48,6,Closed,2024-05-23
6098,10000,88469,22.81,12,Closed,2026-04-15
6099,10000,838086,15.34,12,Closed,2025-08-29
6100,10000,986918,20.48,48,Acive,2025-02-27
6101,10000,600105,12.84,6,Closed,2024-09-13
6102,10000,975779,12.84,48,Closed,2025-03-26
6103,10000,72325,14.62,36,Acive,2026-04-09
6104,10000,932209,9.18,6,Acive,2025-11-04
6105,10000,630582,14.16,6,Acive,2025-07-28
6106,10000,87924,13.72,24,Closed,2024-09-20
6107,10000,230245,19.47,36,Acive,2025-07-01
6108,10000,359444,11.66,48,Acive,2024-08-31
6109,10000,734932,9.97,36,Closed,2025-05-19
6110,10000,969883,13.37,36,Default,2024-09-09
6111,10000,340875,21.13,48,Acive,2025-01-01
6112,10000,85309,20.5,12,Acive,2026-02-04
6113,10000,614979,18.04,6,Closed,2026-04-04
6114,10000,786121,21.69,6,Closed,2025-03-11
6115,10000,796629,15.41,36,Closed,2026-04-26
6116,10000,465143,12.84,36,Acive,2025-09-14
6117,10000,385383,12.44,12,Closed,2025-04-04
6118,10000,563550,11.18,48,Closed,2025-07-31
6119,10000,347562,12.8,24,Acive,2025-06-07
6120,10000,664033,23.6,24,Acive,2026-04-23
6121,10000,511715,23.51,6,Default,2025-12-03
6122,10000,706459,22.78,12,Acive,2025-06-03
6123,10000,55379,10.69,12,Default,2026-02-15
6124,10000,597475,10.6,6,Acive,2025-05-07
6125,10000,751885,18.62,24,Acive,2025-03-13
6126,10000,438360,16.08,6,Acive,2025-02-09
6127,10000,623218,21.95,48,Default,2025-09-24
6128,10000,687037,8.15,12,Default,2024-05-11
6129,10000,596055,23.65,12,Acive,2024-10-10
6130,10000,470988,9.35,12,Closed,2025-08-22
6131,10000,87311,20.76,48,Default,2024-06-07
6132,10000,973832,16.95,36,Closed,2025-11-04
6133,10000,783066,8.06,24,Default,2026-03-04
6134,10000,267229,10.35,24,Acive,2025-04-05
6135,10000,940926,16.19,48,Closed,2025-07-02
6136,10000,232786,23.77,12,Closed,2024-08-07
6137,10000,771235,18.85,12,Closed,2026-05-06
6138,10000,162633,11.69,6,Acive,2025-09-30
6139,10000,638685,12.72,36,Default,2024-09-18
6140,10000,562985,11.9,24,Acive,2025-09-15
6141,10000,593696,18.87,24,Default,2024-10-13
6142,10000,322272,14.29,36,Acive,2025-02-01
6143,10000,154643,11.7,48,Closed,2025-09-04
6144,10000,93607,17.56,24,Acive,2024-09-11
6145,10000,734973,9.62,48,Closed,2026-02-17
6146,10000,331660,14.02,48,Acive,2025-06-25
6147,10000,357142,13.57,36,Closed,2026-04-29
6148,10000,709929,12.65,36,Default,2025-07-07
6149,10000,531736,13.66,36,Default,2025-04-16
6150,10000,906646,23.89,36,Default,2025-01-16
6151,10000,742955,18.81,48,Acive,2024-10-07
6152,10000,208500,13.52,36,Acive,2024-05-10
6153,10000,117025,18.16,48,Default,2025-06-20
6154,10000,81834,21.61,48,Default,2026-02-07
6155,10000,709446,22.0,24,Default,2024-12-09
6156,10000,182530,12.7,12,Default,2025-04-29
6157,10000,713612,18.32,6,Closed,2024-07-22
6158,10000,254897,20.34,12,Default,2024-10-23
6159,10000,840254,9.42,48,Acive,2024-06-10
6160,10000,818249,10.74,48,Default,2025-03-03
6161,10000,594052,18.96,12,Acive,2024-08-25
6162,10000,50209,8.79,12,Acive,2024-11-28
6163,10000,918387,23.31,36,Closed,2024-11-05
6164,10000,659862,9.51,6,Closed,2025-04-20
6165,10000,215805,13.14,36,Acive,2024-06-14
6166,10000,159600,20.0,24,Closed,2025-06-18
6167,10000,304722,21.27,6,Closed,2025-02-09
6168,10000,763086,9.22,36,Acive,2024-10-10
6169,10000,714250,11.66,48,Default,2025-11-16
6170,10000,857962,15.47,12,Acive,2025-04-23
6171,10000,631216,10.27,12,Acive,2024-10-11
6172,10000,784485,19.14,12,Default,2025-08-09
6173,10000,403995,13.98,48,Closed,2026-04-20
6174,10000,914210,9.49,36,Acive,2024-10-19
6175,10000,997035,23.13,36,Closed,2025-11-08
6176,10000,499998,8.13,6,Default,2024-11-05
6177,10000,155523,21.74,6,Acive,2024-12-28
6178,10000,868745,21.24,6,Closed,2024-12-09
6179,10000,745515,22.91,24,Acive,2024-08-30
6180,10000,681653,17.89,12,Acive,2025-09-23
6181,10000,587903,22.17,12,Closed,2025-12-16
6182,10000,60691,11.57,6,Default,2024-10-27
6183,10000,980709,14.45,48,Closed,2025-04-28
6184,10000,928133,13.66,48,Acive,2024-06-25
6185,10000,90662,20.44,24,Default,2024-06-24
6186,10000,303244,8.74,6,Acive,2026-03-06
6187,10000,300197,10.76,48,Acive,2024-05-30
6188,10000,453727,17.49,48,Closed,2026-01-15
6189,10000,322945,12.43,24,Closed,2024-11-19
6190,10000,559927,15.28,48,Acive,2025-08-04
6191,10000,591484,23.96,36,Default,2025-07-13
6192,10000,605729,11.5,24,Acive,2024-11-18
6193,10000,261080,12.31,12,Default,2024-06-25
6194,10000,635029,20.04,6,Closed,2025-05-17
6195,10000,590179,14.27,12,Default,2025-06-01
6196,10000,653804,19.1,12,Default,2024-08-30
6197,10000,971294,15.87,24,Closed,2026-02-06
6198,10000,890631,8.38,36,Default,2026-01-14
6199,10000,769822,9.28,12,Closed,2025-06-17
6200,10000,299723,18.57,48,Acive,2026-03-31
6201,10000,501176,15.98,48,Default,2025-09-26
6202,10000,746054,17.78,48,Default,2025-05-03
6203,10000,533626,15.66,36,Acive,2024-12-14
6204,10000,766134,15.1,36,Closed,2024-09-19
6205,10000,424109,18.59,6,Acive,2024-08-05
6206,10000,803521,15.61,24,Closed,2025-04-12
6207,10000,648820,19.6,36,Closed,2025-08-03
6208,10000,139042,13.23,48,Acive,2025-01-01
6209,10000,590824,23.04,48,Closed,2025-09-30
6210,10000,796011,22.71,6,Acive,2024-07-13
6211,10000,105597,18.64,12,Default,2024-12-10
6212,10000,288648,15.52,24,Default,2025-11-07
6213,10000,834391,12.75,36,Default,2024-12-30
6214,10000,636711,16.79,36,Closed,2025-03-25
6215,10000,748018,12.41,6,Closed,2025-11-16
6216,10000,243235,20.11,24,Acive,2025-11-28
6217,10000,725410,19.01,24,Default,2025-05-10
6218,10000,463758,10.1,6,Default,2025-06-21
6219,10000,979569,17.72,6,Default,2025-06-05
6220,10000,387048,9.7,48,Acive,2024-12-24
6221,10000,484919,16.11,36,Closed,2025-01-22
6222,10000,894866,9.91,12,Acive,2024-06-26
6223,10000,736860,9.85,12,Closed,2025-02-27
6224,10000,951064,21.93,6,Default,2026-01-27
6225,10000,895156,17.95,12,Default,2024-09-15
6226,10000,920954,17.75,12,Default,2024-06-13
6227,10000,747637,22.84,12,Closed,2025-02-11
6228,10000,667363,18.38,6,Default,2026-03-29
6229,10000,474403,15.92,12,Acive,2025-09-04
6230,10000,220957,20.39,6,Closed,2024-07-29
6231,10000,324394,15.91,24,Default,2024-10-07
6232,10000,693440,12.79,6,Default,2025-12-02
6233,10000,187916,15.35,24,Acive,2024-07-18
6234,10000,550832,8.23,12,Closed,2025-09-26
6235,10000,756816,18.39,6,Closed,2024-08-05
6236,10000,735956,22.73,12,Default,2025-11-14
6237,10000,240836,14.94,48,Acive,2025-01-03
6238,10000,887791,17.23,36,Closed,2024-08-23
6239,10000,411522,17.99,36,Closed,2024-10-18
6240,10000,715541,17.21,48,Closed,2025-03-25
6241,10000,875440,16.0,36,Acive,2026-03-16
6242,10000,57772,13.88,12,Closed,2024-10-09
6243,10000,756536,23.83,48,Default,2025-11-16
6244,10000,876355,8.31,12,Closed,2025-06-30
6245,10000,658457,13.78,6,Default,2025-06-06
6246,10000,548970,23.53,48,Default,2025-10-22
6247,10000,482648,11.77,24,Default,2026-02-12
6248,10000,602805,9.45,24,Closed,2024-05-26
6249,10000,758016,15.51,36,Default,2025-12-20
6250,10000,678979,21.25,36,Acive,2025-06-17
6251,10000,477498,14.41,36,Closed,2024-08-07
6252,10000,643499,12.87,36,Closed,2026-03-14
6253,10000,476063,16.98,36,Acive,2025-09-23
6254,10000,794530,23.18,24,Default,2024-06-21
6255,10000,186133,12.73,24,Default,2024-06-01
6256,10000,275574,20.64,36,Acive,2024-12-31
6257,10000,135274,19.89,12,Default,2024-10-05
6258,10000,373325,9.74,36,Closed,2025-08-17
6259,10000,728140,16.36,24,Default,2024-06-14
6260,10000,860408,8.05,48,Closed,2025-05-13
6261,10000,866525,10.7,12,Default,2025-10-19
6262,10000,985877,12.13,36,Default,2025-04-28
6263,10000,717277,13.86,24,Closed,2024-09-25
6264,10000,145178,13.32,36,Closed,2026-03-28
6265,10000,386991,21.78,6,Acive,2025-07-06
6266,10000,839421,16.49,6,Default,2024-09-05
6267,10000,976815,12.19,6,Acive,2024-12-16
6268,10000,66918,17.54,6,Default,2025-06-25
6269,10000,934307,13.3,6,Acive,2025-07-25
6270,10000,909392,14.87,36,Acive,2025-03-23
6271,10000,595735,12.38,48,Default,2025-10-05
6272,10000,427885,8.01,6,Closed,2024-12-03
6273,10000,210506,12.73,24,Acive,2025-11-01
6274,10000,880153,23.23,6,Acive,2024-10-07
6275,10000,771530,16.9,36,Acive,2024-10-26
6276,10000,874579,16.93,6,Acive,2024-06-26
6277,10000,473214,12.95,24,Acive,2024-09-17
6278,10000,777407,12.26,24,Acive,2026-01-05
6279,10000,863262,20.88,36,Acive,2026-03-06
6280,10000,235350,10.71,24,Acive,2025-10-10
6281,10000,875298,18.21,36,Acive,2025-01-26
6282,10000,275583,16.36,36,Closed,2025-07-20
6283,10000,286770,17.0,6,Default,2025-02-17
6284,10000,542849,12.84,12,Default,2025-01-13
6285,10000,69214,22.19,48,Closed,2025-12-01
6286,10000,568525,13.74,12,Default,2026-01-24
6287,10000,177630,19.18,12,Default,2025-11-03
6288,10000,280756,12.65,24,Acive,2025-05-01
6289,10000,282513,13.4,6,Closed,2026-04-15
6290,10000,106915,11.58,48,Acive,2026-05-04
6291,10000,516672,18.9,12,Closed,2026-01-24
6292,10000,850070,23.62,24,Acive,2025-10-11
6293,10000,219248,23.1,48,Default,2024-08-18
6294,10000,197991,23.48,48,Closed,2025-01-30
6295,10000,850404,11.27,12,Closed,2025-02-05
6296,10000,405877,22.22,24,Acive,2024-11-15
6297,10000,821722,14.37,24,Acive,2025-10-19
6298,10000,175372,15.88,12,Closed,2024-06-04
6299,10000,477200,12.89,6,Acive,2024-11-08
6300,10000,103496,23.32,12,Default,2026-03-13
6301,10000,663703,15.16,24,Default,2024-12-23
6302,10000,858829,17.48,24,Acive,2024-05-17
6303,10000,635530,19.17,6,Closed,2025-04-04
6304,10000,632402,22.64,6,Acive,2024-07-04
6305,10000,842197,10.4,6,Default,2025-06-24
6306,10000,697695,16.95,12,Closed,2024-05-12
6307,10000,393228,21.37,6,Closed,2025-03-28
6308,10000,793493,17.33,6,Default,2025-12-27
6309,10000,599472,17.08,12,Closed,2025-04-01
6310,10000,748558,9.91,6,Acive,2024-10-06
6311,10000,931067,10.11,12,Default,2026-01-29
6312,10000,562600,8.73,48,Closed,2025-07-11
6313,10000,531815,19.28,6,Closed,2026-01-03
6314,10000,801262,15.37,48,Acive,2024-10-30
6315,10000,910301,10.77,12,Default,2024-09-11
6316,10000,861515,12.35,36,Acive,2024-07-01
6317,10000,743076,20.53,48,Closed,2025-10-12
6318,10000,276724,20.99,12,Default,2024-08-07
6319,10000,78090,16.36,24,Default,2025-04-17
6320,10000,93722,13.9,48,Default,2025-09-26
6321,10000,734309,21.43,36,Default,2025-03-14
6322,10000,717762,15.15,12,Closed,2024-08-16
6323,10000,522692,8.75,6,Acive,2026-01-15
6324,10000,117317,14.11,24,Acive,2025-11-01
6325,10000,788759,18.54,48,Default,2026-03-16
6326,10000,394690,18.24,24,Default,2024-08-06
6327,10000,760927,9.16,24,Acive,2025-10-16
6328,10000,693645,8.09,12,Default,2025-01-02
6329,10000,54299,14.0,48,Closed,2026-04-28
6330,10000,329780,9.64,6,Acive,2025-10-27
6331,10000,677049,17.06,12,Closed,2025-09-05
6332,10000,814462,23.56,48,Acive,2025-03-31
6333,10000,425191,20.56,6,Default,2025-06-21
6334,10000,513999,23.44,12,Default,2024-10-17
6335,10000,342878,18.17,24,Closed,2025-06-25
6336,10000,951044,21.67,12,Closed,2024-05-18
6337,10000,640394,12.44,12,Acive,2026-05-01
6338,10000,208067,11.1,36,Closed,2025-04-07
6339,10000,710169,8.79,24,Acive,2024-06-25
6340,10000,239222,20.81,36,Acive,2025-09-12
6341,10000,903619,11.35,48,Closed,2026-03-23
6342,10000,480661,15.92,36,Acive,2025-01-26
6343,10000,504937,11.47,12,Closed,2025-06-30
6344,10000,67625,17.93,36,Default,2025-05-24
6345,10000,851663,19.75,6,Acive,2025-09-12
6346,10000,358067,19.15,48,Default,2024-05-31
6347,10000,948101,23.11,12,Closed,2025-10-11
6348,10000,64783,17.67,24,Acive,2024-06-26
6349,10000,592283,15.46,24,Closed,2025-09-25
6350,10000,909677,9.42,12,Default,2026-03-17
6351,10000,988942,20.84,48,Default,2025-03-13
6352,10000,392740,13.16,36,Default,2025-10-03
6353,10000,882959,23.91,12,Default,2024-08-20
6354,10000,720721,17.76,6,Acive,2025-11-27
6355,10000,896313,16.78,48,Closed,2025-11-12
6356,10000,947275,23.55,6,Closed,2024-11-08
6357,10000,308733,13.38,36,Closed,2024-07-07
6358,10000,646606,13.62,12,Closed,2025-11-23
6359,10000,546222,19.46,12,Default,2024-09-02
6360,10000,898929,22.14,12,Acive,2025-03-24
6361,10000,969531,21.89,12,Closed,2025-02-16
6362,10000,613272,12.3,6,Default,2026-03-11
6363,10000,240613,8.59,6,Closed,2025-03-08
6364,10000,941424,16.18,12,Closed,2024-07-24
6365,10000,176680,21.72,6,Default,2024-09-27
6366,10000,113383,16.4,12,Acive,2025-07-28
6367,10000,844131,13.47,48,Acive,2025-07-20
6368,10000,582912,13.49,48,Closed,2025-07-16
6369,10000,937440,11.58,48,Default,2024-12-29
6370,10000,232831,21.89,48,Closed,2024-10-19
6371,10000,596532,9.24,48,Default,2025-07-28
6372,10000,155693,8.01,6,Closed,2024-06-09
6373,10000,346823,15.42,24,Acive,2026-03-28
6374,10000,736627,9.46,12,Default,2025-11-02
6375,10000,681245,11.63,12,Closed,2025-12-15
6376,10000,578047,15.84,12,Acive,2025-12-09
6377,10000,851502,22.12,36,Acive,2026-04-15
6378,10000,563967,16.82,6,Closed,2024-10-31
6379,10000,606728,22.2,48,Default,2025-10-11
6380,10000,987353,13.11,6,Acive,2025-02-04
6381,10000,546677,10.35,12,Acive,2025-12-08
6382,10000,788737,10.83,24,Closed,2024-11-07
6383,10000,270099,22.86,48,Acive,2025-04-24
6384,10000,846448,10.92,6,Closed,2026-02-28
6385,10000,191357,22.03,24,Acive,2026-03-11
6386,10000,468893,13.44,48,Closed,2026-01-19
6387,10000,230514,20.19,6,Default,2025-09-06
6388,10000,918197,15.06,48,Default,2024-05-17
6389,10000,744891,23.18,24,Acive,2024-05-26
6390,10000,923307,14.33,6,Acive,2024-11-19
6391,10000,850316,18.75,6,Default,2024-08-20
6392,10000,626863,11.68,36,Default,2025-07-22
6393,10000,534869,20.54,36,Closed,2025-04-30
6394,10000,485324,14.06,12,Closed,2024-12-28
6395,10000,667166,10.93,6,Default,2025-03-25
6396,10000,64938,22.74,6,Default,2025-07-25
6397,10000,314456,13.61,12,Default,2024-06-21
6398,10000,852924,13.99,48,Acive,2025-10-14
6399,10000,142280,20.13,48,Closed,2026-01-18
6400,10000,62088,17.81,36,Acive,2025-08-04
6401,10000,77907,8.63,6,Closed,2025-04-14
6402,10000,822931,16.74,12,Closed,2024-08-13
6403,10000,623228,23.56,48,Closed,2025-09-17
6404,10000,751922,14.48,48,Closed,2025-07-22
6405,10000,122631,13.54,24,Default,2025-10-09
6406,10000,639216,18.65,12,Default,2024-12-28
6407,10000,70168,19.75,48,Acive,2024-10-14
6408,10000,312303,12.08,6,Default,2025-01-08
6409,10000,360603,19.96,36,Default,2026-01-01
6410,10000,967898,11.27,48,Closed,2025-04-16
6411,10000,318730,21.01,12,Acive,2024-11-22
6412,10000,920117,16.37,24,Closed,2024-09-12
6413,10000,458393,22.62,36,Acive,2026-03-22
6414,10000,400670,11.2,12,Acive,2024-08-31
6415,10000,503176,15.92,12,Closed,2025-02-14
6416,10000,824471,19.53,36,Default,2025-04-09
6417,10000,907231,17.95,6,Acive,2025-12-31
6418,10000,300637,14.17,36,Default,2025-08-10
6419,10000,62491,18.06,24,Default,2025-01-26
6420,10000,391959,15.87,12,Closed,2024-08-14
6421,10000,802627,14.42,48,Closed,2025-05-14
6422,10000,233185,13.68,48,Default,2024-11-06
6423,10000,189707,8.93,48,Closed,2024-10-06
6424,10000,228584,17.57,24,Default,2024-12-12
6425,10000,439067,19.7,24,Acive,2025-01-28
6426,10000,841877,15.76,36,Acive,2026-01-04
6427,10000,346819,15.54,36,Closed,2025-06-14
6428,10000,912717,16.27,6,Default,2025-06-01
6429,10000,935457,22.37,36,Acive,2025-04-29
6430,10000,689921,17.78,6,Acive,2024-11-27
6431,10000,529903,10.67,12,Acive,2024-06-01
6432,10000,998062,14.88,36,Default,2026-01-05
6433,10000,337602,23.46,6,Closed,2025-11-14
6434,10000,257434,19.38,36,Acive,2025-05-20
6435,10000,784510,9.13,48,Closed,2026-05-03
6436,10000,726087,15.63,12,Default,2025-11-20
6437,10000,68033,22.99,36,Closed,2025-11-06
6438,10000,434325,20.11,48,Default,2025-12-24
6439,10000,145720,11.44,6,Acive,2024-10-20
6440,10000,971820,14.53,48,Acive,2025-10-21
6441,10000,844977,8.63,48,Default,2024-07-17
6442,10000,527998,18.52,12,Acive,2026-02-10
6443,10000,372579,23.01,6,Default,2024-11-06
6444,10000,773000,10.43,36,Closed,2025-06-16
6445,10000,385655,16.91,36,Default,2025-01-07
6446,10000,731557,17.92,12,Default,2025-10-14
6447,10000,306267,10.69,36,Acive,2026-02-03
6448,10000,864355,14.2,48,Default,2024-10-06
6449,10000,986888,13.08,12,Acive,2024-12-29
6450,10000,854966,15.42,24,Acive,2025-01-08
6451,10000,55030,23.23,48,Acive,2025-03-22
6452,10000,671319,14.33,24,Default,2024-08-05
6453,10000,773901,17.0,6,Closed,2024-08-29
6454,10000,881021,13.66,48,Default,2024-08-20
6455,10000,93505,15.44,6,Default,2026-03-15
6456,10000,383277,22.48,36,Closed,2024-06-27
6457,10000,717510,13.19,48,Acive,2026-01-05
6458,10000,620669,12.85,6,Default,2025-10-24
6459,10000,831455,22.64,48,Acive,2025-01-08
6460,10000,569905,13.57,48,Closed,2024-05-18
6461,10000,152722,14.78,48,Acive,2026-03-29
6462,10000,766883,8.83,12,Acive,2025-09-03
6463,10000,158010,20.93,12,Default,2025-07-07
6464,10000,259810,19.63,36,Closed,2025-08-25
6465,10000,326585,10.74,12,Default,2025-07-13
6466,10000,429705,20.46,36,Default,2025-05-04
6467,10000,530940,21.2,6,Closed,2025-11-09
6468,10000,453039,18.08,24,Closed,2026-03-02
6469,10000,630383,10.73,6,Acive,2025-05-20
6470,10000,142994,20.41,6,Default,2025-02-01
6471,10000,144472,18.12,6,Closed,2025-11-05
6472,10000,896567,17.22,48,Acive,2024-07-25
6473,10000,936846,21.22,6,Closed,2025-01-04
6474,10000,256745,21.59,24,Default,2025-12-20
6475,10000,846092,10.89,48,Acive,2025-09-30
6476,10000,545395,8.22,24,Closed,2024-11-22
6477,10000,753713,12.6,36,Acive,2024-07-19
6478,10000,641130,22.47,36,Closed,2025-08-10
6479,10000,351547,19.83,12,Acive,2024-11-08
6480,10000,665556,20.74,6,Closed,2026-01-09
6481,10000,841542,14.69,6,Closed,2025-07-08
6482,10000,453778,18.21,6,Closed,2025-09-15
6483,10000,540626,16.15,48,Closed,2024-06-23
6484,10000,873588,9.75,36,Default,2025-06-16
6485,10000,903265,22.39,48,Acive,2025-11-23
6486,10000,853965,17.8,24,Default,2026-01-17
6487,10000,730280,9.35,6,Closed,2026-01-25
6488,10000,670045,23.39,6,Default,2025-09-17
6489,10000,976752,23.52,6,Closed,2025-11-09
6490,10000,315992,18.23,36,Acive,2024-12-02
6491,10000,937708,11.69,36,Closed,2025-08-20
6492,10000,408468,8.37,36,Default,2026-01-19
6493,10000,691550,13.73,6,Acive,2026-05-01
6494,10000,397540,19.8,48,Default,2025-07-13
6495,10000,385557,21.98,48,Acive,2025-05-29
6496,10000,454844,8.14,12,Closed,2025-11-28
6497,10000,204725,10.9,48,Acive,2025-06-04
6498,10000,843185,18.64,48,Acive,2024-08-01
6499,10000,345835,18.86,36,Default,2024-06-29
6500,10000,919323,11.2,6,Default,2025-05-26
6501,10000,359918,8.21,48,Closed,2024-06-16
6502,10000,77712,12.62,48,Closed,2025-12-15
6503,10000,556145,18.6,24,Acive,2025-09-17
6504,10000,394399,20.76,6,Default,2025-10-28
6505,10000,490140,20.92,24,Closed,2025-07-13
6506,10000,258859,11.39,48,Acive,2025-12-16
6507,10000,89223,20.95,12,Default,2025-01-23
6508,10000,628865,8.55,6,Closed,2024-09-06
6509,10000,511745,19.87,48,Default,2024-10-19
6510,10000,913728,19.35,12,Closed,2025-07-21
6511,10000,956765,11.96,12,Closed,2025-05-25
6512,10000,945402,14.38,48,Default,2024-05-31
6513,10000,432774,12.2,24,Default,2025-01-14
6514,10000,885058,22.63,24,Default,2026-02-12
6515,10000,228163,19.21,6,Acive,2024-07-31
6516,10000,965489,8.68,36,Closed,2024-05-18
6517,10000,758587,16.75,24,Closed,2025-07-22
6518,10000,748652,9.55,12,Default,2025-08-30
6519,10000,508250,12.81,12,Closed,2024-12-24
6520,10000,440145,11.33,24,Default,2025-01-19
6521,10000,813019,8.92,24,Closed,2026-03-25
6522,10000,353188,21.1,12,Closed,2024-06-09
6523,10000,655094,18.33,48,Acive,2025-07-17
6524,10000,446544,10.28,6,Acive,2026-04-11
6525,10000,710092,14.15,12,Closed,2025-05-24
6526,10000,695991,15.28,24,Closed,2025-02-14
6527,10000,884789,22.16,24,Default,2025-08-20
6528,10000,950800,23.05,36,Closed,2025-07-05
6529,10000,334346,14.13,24,Default,2026-04-29
6530,10000,620092,16.27,24,Closed,2024-10-08
6531,10000,831888,9.31,12,Closed,2024-08-03
6532,10000,94221,10.23,48,Default,2024-11-10
6533,10000,722717,11.73,6,Closed,2025-12-17
6534,10000,885325,22.18,12,Acive,2026-02-17
6535,10000,198809,15.19,12,Closed,2024-12-19
6536,10000,483016,19.41,12,Closed,2026-04-25
6537,10000,812456,8.12,12,Acive,2024-07-07
6538,10000,574805,20.15,12,Default,2026-03-09
6539,10000,197881,15.28,48,Closed,2025-12-21
6540,10000,595879,18.17,24,Closed,2025-07-05
6541,10000,406863,11.7,6,Acive,2025-01-01
6542,10000,795946,11.19,6,Acive,2024-08-27
6543,10000,80107,22.66,24,Acive,2026-01-12
6544,10000,530811,11.41,36,Default,2024-09-02
